Id,Name,IsDeleted,CreatedDate,LastModifiedDate,SystemModstamp,LastViewedDate,LastReferencedDate,HealthCloudGA__Active__c,HealthCloudGA__ConditionCode__c,HealthCloudGA__HCCCode__c,HealthCloudGA__ValidFrom__c,HealthCloudGA__ValidThrough__c,HealthCloudGA__YearConditionCodeHCCCode__c
a0x3h000000vRrOAAU,Map-882,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70745,HCC106,2014,,I70745HCC1062014
a0x3h000000vRrPAAU,Map-883,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70748,HCC106,2014,,I70748HCC1062014
a0x3h000000vRrQAAU,Map-884,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70749,HCC106,2014,,I70749HCC1062014
a0x3h000000vRrRAAU,Map-885,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7075,HCC106,2014,,I7075HCC1062014
a0x3h000000vRrSAAU,Map-886,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70761,HCC106,2014,,I70761HCC1062014
a0x3h000000vRrTAAU,Map-887,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70762,HCC106,2014,,I70762HCC1062014
a0x3h000000vRrUAAU,Map-888,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70763,HCC106,2014,,I70763HCC1062014
a0x3h000000vRrVAAU,Map-889,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70768,HCC106,2014,,I70768HCC1062014
a0x3h000000vRrWAAU,Map-890,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70769,HCC106,2014,,I70769HCC1062014
a0x3h000000vRrXAAU,Map-891,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7301,HCC106,2014,,I7301HCC1062014
a0x3h000000vRrYAAU,Map-892,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I96,HCC106,2014,,I96HCC1062014
a0x3h000000vRrZAAU,Map-893,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2601,HCC107,2014,,I2601HCC1072014
a0x3h000000vRraAAE,Map-894,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2602,HCC107,2014,,I2602HCC1072014
a0x3h000000vRrbAAE,Map-895,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2609,HCC107,2014,,I2609HCC1072014
a0x3h000000vRrcAAE,Map-896,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2690,HCC107,2014,,I2690HCC1072014
a0x3h000000vRrdAAE,Map-897,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2692,HCC107,2014,,I2692HCC1072014
a0x3h000000vRreAAE,Map-898,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2699,HCC107,2014,,I2699HCC1072014
a0x3h000000vRrfAAE,Map-899,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I2782,HCC107,2014,,I2782HCC1072014
a0x3h000000vRrgAAE,Map-900,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I670,HCC107,2014,,I670HCC1072014
a0x3h000000vRrhAAE,Map-901,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7100,HCC107,2014,,I7100HCC1072014
a0x3h000000vRriAAE,Map-902,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7101,HCC107,2014,,I7101HCC1072014
a0x3h000000vRrjAAE,Map-903,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7102,HCC107,2014,,I7102HCC1072014
a0x3h000000vRrkAAE,Map-904,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7103,HCC107,2014,,I7103HCC1072014
a0x3h000000vRrlAAE,Map-905,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I711,HCC107,2014,,I711HCC1072014
a0x3h000000vRrmAAE,Map-906,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I713,HCC107,2014,,I713HCC1072014
a0x3h000000vRrnAAE,Map-907,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I715,HCC107,2014,,I715HCC1072014
a0x3h000000vRroAAE,Map-908,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I718,HCC107,2014,,I718HCC1072014
a0x3h000000vRrpAAE,Map-909,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7401,HCC107,2014,,I7401HCC1072014
a0x3h000000vRrqAAE,Map-910,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7409,HCC107,2014,,I7409HCC1072014
a0x3h000000vRrrAAE,Map-911,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7410,HCC107,2014,,I7410HCC1072014
a0x3h000000vRrsAAE,Map-912,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7411,HCC107,2014,,I7411HCC1072014
a0x3h000000vRrtAAE,Map-913,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7419,HCC107,2014,,I7419HCC1072014
a0x3h000000vRruAAE,Map-914,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I742,HCC107,2014,,I742HCC1072014
a0x3h000000vRrvAAE,Map-915,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I743,HCC107,2014,,I743HCC1072014
a0x3h000000vRrwAAE,Map-916,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I744,HCC107,2014,,I744HCC1072014
a0x3h000000vRrxAAE,Map-917,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I745,HCC107,2014,,I745HCC1072014
a0x3h000000vRryAAE,Map-918,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I748,HCC107,2014,,I748HCC1072014
a0x3h000000vRrzAAE,Map-919,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I749,HCC107,2014,,I749HCC1072014
a0x3h000000vRs0AAE,Map-920,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75011,HCC107,2014,,I75011HCC1072014
a0x3h000000vRs1AAE,Map-921,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75012,HCC107,2014,,I75012HCC1072014
a0x3h000000vRs2AAE,Map-922,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75013,HCC107,2014,,I75013HCC1072014
a0x3h000000vRs3AAE,Map-923,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75019,HCC107,2014,,I75019HCC1072014
a0x3h000000vRs4AAE,Map-924,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75021,HCC107,2014,,I75021HCC1072014
a0x3h000000vRs5AAE,Map-925,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75022,HCC107,2014,,I75022HCC1072014
a0x3h000000vRs6AAE,Map-926,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75023,HCC107,2014,,I75023HCC1072014
a0x3h000000vRs7AAE,Map-927,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I75029,HCC107,2014,,I75029HCC1072014
a0x3h000000vRs8AAE,Map-928,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7581,HCC107,2014,,I7581HCC1072014
a0x3h000000vRs9AAE,Map-929,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7589,HCC107,2014,,I7589HCC1072014
a0x3h000000vRsAAAU,Map-930,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I76,HCC107,2014,,I76HCC1072014
a0x3h000000vRsBAAU,Map-931,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7771,HCC107,2014,,I7771HCC1072014
a0x3h000000vRsCAAU,Map-932,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7772,HCC107,2014,,I7772HCC1072014
a0x3h000000vRsDAAU,Map-933,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7773,HCC107,2014,,I7773HCC1072014
a0x3h000000vRsEAAU,Map-934,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7774,HCC107,2014,,I7774HCC1072014
a0x3h000000vRsFAAU,Map-935,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I7779,HCC107,2014,,I7779HCC1072014
a0x3h000000vRsGAAU,Map-936,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83001,HCC107,2014,,I83001HCC1072014
a0x3h000000vRsHAAU,Map-937,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83002,HCC107,2014,,I83002HCC1072014
a0x3h000000vRsIAAU,Map-938,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83003,HCC107,2014,,I83003HCC1072014
a0x3h000000vRsJAAU,Map-939,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83004,HCC107,2014,,I83004HCC1072014
a0x3h000000vRsKAAU,Map-940,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83005,HCC107,2014,,I83005HCC1072014
a0x3h000000vRsLAAU,Map-941,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83008,HCC107,2014,,I83008HCC1072014
a0x3h000000vRsMAAU,Map-942,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83009,HCC107,2014,,I83009HCC1072014
a0x3h000000vRsNAAU,Map-943,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83011,HCC107,2014,,I83011HCC1072014
a0x3h000000vRsOAAU,Map-944,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83012,HCC107,2014,,I83012HCC1072014
a0x3h000000vRsPAAU,Map-945,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83013,HCC107,2014,,I83013HCC1072014
a0x3h000000vRsQAAU,Map-946,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83014,HCC107,2014,,I83014HCC1072014
a0x3h000000vRsRAAU,Map-947,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83015,HCC107,2014,,I83015HCC1072014
a0x3h000000vRsSAAU,Map-948,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83018,HCC107,2014,,I83018HCC1072014
a0x3h000000vRsTAAU,Map-949,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83019,HCC107,2014,,I83019HCC1072014
a0x3h000000vRsUAAU,Map-950,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83021,HCC107,2014,,I83021HCC1072014
a0x3h000000vRsVAAU,Map-951,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83022,HCC107,2014,,I83022HCC1072014
a0x3h000000vRsWAAU,Map-952,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83023,HCC107,2014,,I83023HCC1072014
a0x3h000000vRsXAAU,Map-953,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83024,HCC107,2014,,I83024HCC1072014
a0x3h000000vRsYAAU,Map-954,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83025,HCC107,2014,,I83025HCC1072014
a0x3h000000vRsZAAU,Map-955,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83028,HCC107,2014,,I83028HCC1072014
a0x3h000000vRsaAAE,Map-956,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83029,HCC107,2014,,I83029HCC1072014
a0x3h000000vRsbAAE,Map-957,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83201,HCC107,2014,,I83201HCC1072014
a0x3h000000vRscAAE,Map-958,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83202,HCC107,2014,,I83202HCC1072014
a0x3h000000vRsdAAE,Map-959,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83203,HCC107,2014,,I83203HCC1072014
a0x3h000000vRseAAE,Map-960,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83204,HCC107,2014,,I83204HCC1072014
a0x3h000000vRsfAAE,Map-961,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83205,HCC107,2014,,I83205HCC1072014
a0x3h000000vRsgAAE,Map-962,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83208,HCC107,2014,,I83208HCC1072014
a0x3h000000vRshAAE,Map-963,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83209,HCC107,2014,,I83209HCC1072014
a0x3h000000vRsiAAE,Map-964,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83211,HCC107,2014,,I83211HCC1072014
a0x3h000000vRsjAAE,Map-965,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83212,HCC107,2014,,I83212HCC1072014
a0x3h000000vRskAAE,Map-966,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83213,HCC107,2014,,I83213HCC1072014
a0x3h000000vRslAAE,Map-967,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83214,HCC107,2014,,I83214HCC1072014
a0x3h000000vRsmAAE,Map-968,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83215,HCC107,2014,,I83215HCC1072014
a0x3h000000vRsnAAE,Map-969,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83218,HCC107,2014,,I83218HCC1072014
a0x3h000000vRsoAAE,Map-970,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83219,HCC107,2014,,I83219HCC1072014
a0x3h000000vRspAAE,Map-971,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83221,HCC107,2014,,I83221HCC1072014
a0x3h000000vRsqAAE,Map-972,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83222,HCC107,2014,,I83222HCC1072014
a0x3h000000vRsrAAE,Map-973,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83223,HCC107,2014,,I83223HCC1072014
a0x3h000000vRssAAE,Map-974,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83224,HCC107,2014,,I83224HCC1072014
a0x3h000000vRstAAE,Map-975,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83225,HCC107,2014,,I83225HCC1072014
a0x3h000000vRsuAAE,Map-976,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83228,HCC107,2014,,I83228HCC1072014
a0x3h000000vRsvAAE,Map-977,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I83229,HCC107,2014,,I83229HCC1072014
a0x3h000000vRswAAE,Map-978,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87011,HCC107,2014,,I87011HCC1072014
a0x3h000000vRsxAAE,Map-979,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87012,HCC107,2014,,I87012HCC1072014
a0x3h000000vRsyAAE,Map-980,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87013,HCC107,2014,,I87013HCC1072014
a0x3h000000vRszAAE,Map-981,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87019,HCC107,2014,,I87019HCC1072014
a0x3h000000vRt0AAE,Map-982,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87031,HCC107,2014,,I87031HCC1072014
a0x3h000000vRt1AAE,Map-983,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87032,HCC107,2014,,I87032HCC1072014
a0x3h000000vRt2AAE,Map-984,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87033,HCC107,2014,,I87033HCC1072014
a0x3h000000vRt3AAE,Map-985,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87039,HCC107,2014,,I87039HCC1072014
a0x3h000000vRt4AAE,Map-986,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87311,HCC107,2014,,I87311HCC1072014
a0x3h000000vRt5AAE,Map-987,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87312,HCC107,2014,,I87312HCC1072014
a0x3h000000vRt6AAE,Map-988,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87313,HCC107,2014,,I87313HCC1072014
a0x3h000000vRt7AAE,Map-989,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87319,HCC107,2014,,I87319HCC1072014
a0x3h000000vRt8AAE,Map-990,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87331,HCC107,2014,,I87331HCC1072014
a0x3h000000vRt9AAE,Map-991,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87332,HCC107,2014,,I87332HCC1072014
a0x3h000000vRtAAAU,Map-992,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87333,HCC107,2014,,I87333HCC1072014
a0x3h000000vRtBAAU,Map-993,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I87339,HCC107,2014,,I87339HCC1072014
a0x3h000000vRtCAAU,Map-994,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,K550,HCC107,2014,,K550HCC1072014
a0x3h000000vRtDAAU,Map-995,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,N280,HCC107,2014,,N280HCC1072014
a0x3h000000vRtEAAU,Map-996,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E0851,HCC108,2014,,E0851HCC1082014
a0x3h000000vRtFAAU,Map-997,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E0852,HCC108,2014,,E0852HCC1082014
a0x3h000000vRtGAAU,Map-998,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E0951,HCC108,2014,,E0951HCC1082014
a0x3h000000vRtHAAU,Map-999,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E0952,HCC108,2014,,E0952HCC1082014
a0x3h000000vRtIAAU,Map-1000,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E1051,HCC108,2014,,E1051HCC1082014
a0x3h000000vRtJAAU,Map-1001,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E1052,HCC108,2014,,E1052HCC1082014
a0x3h000000vRtKAAU,Map-1002,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E1151,HCC108,2014,,E1151HCC1082014
a0x3h000000vRtLAAU,Map-1003,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E1152,HCC108,2014,,E1152HCC1082014
a0x3h000000vRtMAAU,Map-1004,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E1351,HCC108,2014,,E1351HCC1082014
a0x3h000000vRtNAAU,Map-1005,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,E1352,HCC108,2014,,E1352HCC1082014
a0x3h000000vRtOAAU,Map-1006,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I700,HCC108,2014,,I700HCC1082014
a0x3h000000vRtPAAU,Map-1007,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I701,HCC108,2014,,I701HCC1082014
a0x3h000000vRtQAAU,Map-1008,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70201,HCC108,2014,,I70201HCC1082014
a0x3h000000vRtRAAU,Map-1009,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70202,HCC108,2014,,I70202HCC1082014
a0x3h000000vRtSAAU,Map-1010,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70203,HCC108,2014,,I70203HCC1082014
a0x3h000000vRtTAAU,Map-1011,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70208,HCC108,2014,,I70208HCC1082014
a0x3h000000vRtUAAU,Map-1012,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70209,HCC108,2014,,I70209HCC1082014
a0x3h000000vRtVAAU,Map-1013,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70211,HCC108,2014,,I70211HCC1082014
a0x3h000000vRtWAAU,Map-1014,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70212,HCC108,2014,,I70212HCC1082014
a0x3h000000vRtXAAU,Map-1015,false,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,2020-06-24T15:33:37.000+0000,,,true,I70213,HCC108,2014,,I70213HCC1082014
